tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
"@SnowdropsNana @Safaricom_Care @CA_Kenya replacing a simcard via call is a huge problem. there are insider staff wh… https://t.co/G9MgmIWAJXb""@Airtel_Ug You're lying cos i first contacted them on this issue before I came to u  just say u dont want to help me.""",0,0,1,0,0,1,replacing simcard via call huge problem insider staff wh lying cos first contacted issue came u say u dont want help
"@SafaricomPLC This app is foolishness.  Responds like a grade 1 kid on syntax exam@AIRTEL_KE I have tried but it has failed
When I insert another Airtel simcard in the same phone I is working I don… https://t.co/SKluRASeMd",0,0,1,0,0,1,app foolishness responds like grade kid syntax exam tried failed insert another airtel simcard phone working
@AIRTEL_KE how do you sambaza airtime to another number@Safaricom_Care @samruwa Does this work for postpaid? Getting a connection error,1,0,0,0,0,1,sambaza airtime another number work postpaid getting connection error
@bannet001 @Airtel_Ug @airtelug dial*175#@KarisDavid Hello David. Apologies for the delayed response. We will respond to your DM shortly. ^RO,0,1,0,0,0,1,dial hello david apologies delayed response respond shortly ro
"3 Gbs of airtel data cannot take me through the day on an Android phone , unbelievable.Just when Kenyans think that they’ve figured out the “Kamiti and Mchele”  scams, boom here comes another one “Sim Swap Fraud”. Can we just catch a break? #StayWoke @SafaricomPLC @Tuko_co_ke @Kenyans @Ma3Route #KOT @NationAfrica @citizentvkenya @ntvkenya  https://t.co/LK4B7S3UsB",1,0,0,0,0,1,gbs airtel data cannot take day android phone unbelievable kenyans think figured kamiti mchele scams boom comes another one sim swap fraud catch break staywoke kot
"@Angelkasina Our sincere apologies for the issue Dr.Angelkasina , we are working to resolve.^UAb'@CfcWoks Hi @CfcWoks , please brief me on the issue .^Caro'",1,0,0,1,0,0,sincere apologies issue dr angelkasina working resolve uab please brief issue
"@6fcd29b39baa4de @OleItumbi bwana youtube is free! ata @Safaricom_Care hupeana free youtube bundles@AIRTEL_KE @TelkomKenya Thank you, time to switch coz hii story ya @TelkomKenya ni mzaha tu wanatufanyia wapwani. A… https://t.co/ZydUXUFVrn",1,0,0,1,0,0,bwana youtube free ata hupeana free youtube bundles thank time switch coz story mzaha wanatufanyia wapwani
"@Airtel_Ug  what's the meaning of this, if I don't deposit or withdraw from my account is it a crime, very useless… https://t.co/H5llesOb7v@Safaricom_Care @BrayoehNgetich This is what I am getting on my side https://t.co/OLwM4veplP",0,0,1,0,1,0,meaning deposit withdraw account crime useless getting side
@CaptWanderiCFE @GathirimuPeter @Safaricom_Care @AIRTEL_KE @KeEquityBank Hard fact and very painful.@SafaricomPLC mshwari services?,0,0,1,0,1,0,hard fact painful mshwari services
"@iamKayitaMoses @ainnocent861 @GladysOkiria @KaMamiKattu @Dude_Uganda @mtnug @Airtel_Ug @LorashV @BlackeyEyed… https://t.co/gFGA8TgydT@Safaricom_Care Thank you, IW for getting back to me. I understand that. What I am saying is the user experience here is not great. There is a one size fits all approach and its so difficult to do something so simple. I am also appalled that ya'll still asking for visa information for roaming.",0,1,0,1,0,0,thank iw getting back understand saying user experience great one size fits approach difficult something simple also appalled still asking visa information roaming
@AIRTEL_KE Is there a major issue because I still can't connect@duncan_kyalo17 @Abunuwasii @Safaricom_Care Nowadays they have selected amnesia.. they'll remind you when your bund… https://t.co/fY7eG69WD0,0,1,0,1,0,0,major issue still connect nowadays selected amnesia remind bund
"@MasitulaNamys @Airtel_Ug Just 100kb'@KPLG4T Hello, kindly DM your reachable number for further assistance.^PO'",0,1,0,0,0,1,kb hello kindly reachable number assistance po
@Dumebi21035252 @izkctm @Safaricom_Care @SafaricomPLC @AIRTEL_KE Eeeeh.😂@6fcd29b39baa4de @OleItumbi bwana youtube is free! ata @Safaricom_Care hupeana free youtube bundles,0,1,0,1,0,0,eeeeh bwana youtube free ata hupeana free youtube bundles
"@davidayebale @uwayo_daisy @wave_ug Same as @mtnug  and @airtel 🤷‍♂️b'Someone who has already ignored the role of safaricom in kenya,he doesnt know that this is the biggest telecommunic\xe2\x80\xa6 https://t.co/F6rlPR0Nw1'",0,1,0,0,0,1,b someone already ignored role safaricom kenya doesnt know biggest telecommunic xe x xa
@AIRTEL_KE Poor network then there's this special offer thing iko hapo na hairuhusiwi si mtoe basi tujue tu nikubuy data ya daily or weekly or monthly@Davy_Masilva @SafaricomPLC Wakora hao,0,0,1,0,1,0,poor network special offer thing iko hapo hairuhusiwi mtoe basi nikubuy data daily weekly monthly wakora hao
"b'@CfcWoks Hi @CfcWoks , please brief me on the issue .^Caro'@mmulahvictor @mmulahvictor Hi Victor,this will be confirmed at the point of payment depending on the currency rate.^DN",1,0,0,0,1,0,b please brief issue victor confirmed point payment depending currency rate dn
@Airtel_Ug But why do i still get those messages?!@BravinYuri Watuambie which agents do sim swaps and how many are fraudulent. kampuni kama @SafaricomPLC  lazima wajue hio data.,0,1,0,0,0,1,still get messages watuambie agents sim swaps many fraudulent kampuni kama lazima wajue hio data
@davidayebale @uwayo_daisy @wave_ug Same as @mtnug  and @airtel 🤷‍♂️@Safaricom_Care Pls see DM.,0,1,0,1,0,0,pls see
"@AIRTEL_KE wow! just confirmed the report from the @CA_Kenya to be true, you hav very poor services.@ephraimnjegafan Vida charges r FREE knowing safaricom this service will be damn expensive",1,0,0,0,0,1,wow confirmed report true hav poor services vida charges r free knowing safaricom service damn expensive
"@Safaricom_Care @KipronoGeofrey Hi Safaricom, how about Post pay customers?b'@AIRTEL_KE I updated mine and got confirmation, but have not seen those free data. Why are you lying to mtumishi jameni.'",0,0,1,0,0,1,safaricom post pay customers b updated mine confirmation seen free data lying mtumishi jameni
"@Ronguno_pius1 If enrolled,dial *326#  ^Caro@babazubeyyrr Half these local media get their revenues from that safaricom advertisement money lol it’s 1+1",0,1,0,1,0,0,enrolled dial half local media get revenues safaricom advertisement money lol
"#TwitterHelp

So if someone sends you money on @Airtel_Ug money ,can they withdraw it back! Because twice I receive… https://t.co/0Vqb8M14VFb'@Callme_Otty Hey Joe, the pay bill number is 200200, and the account number is what is indicated as the customer number.^UA'",0,1,0,1,0,0,twitterhelp someone sends money money withdraw back twice receive joe pay bill number account number indicated customer number ua
"Airtel, K2 Telecom renew partnership https://t.co/5C7K3mEspqSuppose you activate anti-swim swap at agent via  *100*100#, can you reverse the process? @Safaricom_Care @SafaricomPLC",0,1,0,0,0,1,airtel k telecom renew partnership activate anti swim swap agent via reverse process
"@AIRTEL_KE Dear Customer, you are not eligible for this offer. You must have a new smartphone to qualify.@kirwam_ax Hadi safaricom 😂😂😂",1,0,0,0,1,0,dear customer eligible offer must new smartphone qualify hadi safaricom
#iwonder why do I have to always unsubscribe (or send stop!) to SMS ads that I never subscribed to. Surely @SafaricomPLC @AIRTEL_KE 😑Safaricom will charge a 3.5% commission for every transaction you make using the virtual Visa Mpesa GlobalPay card.   Read the T&amp;Cs. 😉  https://t.co/ur8UvXcfpz,0,0,1,0,1,0,iwonder always unsubscribe send stop sms ads never subscribed surely safaricom charge commission every transaction make virtual visa mpesa globalpay card read amp cs
"@Safaricom_Care 
kindly reply to my inbox...@carlos_azizz Please share full transaction message. ^Caro",1,0,0,1,0,0,kindly reply inbox please share full transaction message
@kunyera @footsoldierRow @Safaricom_Care Nob'@omwambaKE @AIRTEL_KE  hapo koinange street went to replace a lost sim card filled a form then the lady told me she\xe2\x80\xa6 https://t.co/tryiObY56c',0,0,1,0,0,1,nob hapo koinange street went replace lost sim card filled form lady told xe x xa
@AIRTEL_KE Will do so again today same office in Migori. That will be the fourth time. It is either working or your… https://t.co/syWnUeOUGV@Safaricom_Care  what the hell is this. I usually get this pop almost daily at this specific time of the house seems your targeting when am most tired  https://t.co/oDvW0YBbau,0,1,0,0,0,1,today office migori fourth time either working hell usually get pop almost daily specific time house seems targeting tired
"@GeofreyBisonga Hi Jeff, kindly DM  https://t.co/6UobYSJtix us your number, name and ID to check and advise. ^MS@allan_wekesa You are welcome. ^Caro",1,0,0,1,0,0,jeff kindly number name id check advise ms welcome
"b'@Airtel_Ug launches Airtel Smart Plans, a new service that allows Airtel customers to enjoy data, voice, and SMS re\xe2\x80\xa6 https://t.co/2FEiO5KaZ8'@AntonyOyugi6 @IEBCKenya Jamaa anatinga blunder zile baba alikuwa anatinga 2007.huwezi go against safaricom na media na usurvive  .",1,0,0,0,1,0,b launches airtel smart plans new service allows airtel customers enjoy data voice sms xe x xa jamaa anatinga blunder baba alikuwa anatinga huwezi safaricom media usurvive
"@AIRTEL_KE QEP8M1ME7C Confirmed. Ksh99.00 sent to DIRECT PAY HQ for account R33845491MBT30637387 on 25/5/22 at 9:38… https://t.co/arUkCiXMBv@mmwangiJ Hi Mwangi , apologies for that . We are working on your issue and it will be finalized within the stipula… https://t.co/I5faKZ7v2D",0,0,1,0,1,0,qep c confirmed ksh sent direct pay hq account r mbt mwangi apologies working issue finalized within stipula
@OfficialFUFA @Airtel_Ug @EcobankUganda @FUFARadio @fufatv1 @ntvuganda @nbstv @sanyukatv @NileSpecial We shall be t… https://t.co/lyyjgXPzdc@BravinYuri Why can't @SafaricomPLC just activate that anti sim swap feature for everyone. Whoever wants to swap th… https://t.co/EZWdpr1uMb,0,1,0,0,0,1,shall activate anti sim swap feature everyone whoever wants swap th
"Dear all,
Anyone can give me quick support; I really have been badly treated by Airtel Rwanda Ltd @airtelrw from No… https://t.co/utJKRi74HV@Safaricom_Care I dont know how to say this without loosing it. Your smart not so smart system that you have put in place for SIM registration is so so frustrating, I have spent an hour tweaking this and that just to upload copies of my ID.",0,0,1,1,0,0,dear anyone give quick support really badly treated airtel rwanda ltd dont know say without loosing smart smart system put place sim registration frustrating spent hour tweaking upload copies id
"@AIRTEL_KE your data packages are so expensive and you also have the poorest network. Check this through or else yo… https://t.co/fFGRJDzftW@TommyFestas @TommyFestas Hi Tommy, we haven't received any complaints with the system. Kindly share the challenges… https://t.co/tC6fdTQJjw",0,0,1,1,0,0,data packages expensive also poorest network check else yo tommy received complaints system kindly share challenges
"@candwongj @Airtel_Ug @Airtel_Ug has no service centre in Moroto, it's only as good as an agent's stall 😂😂😂🙌@antony_ngigi Sorry for the bad experience Antony. Share via DM https://t.co/jF6LqBUAqM the ticket under review and… https://t.co/Oz8gH5V3Bp",1,0,0,0,0,1,service centre moroto good agent stall sorry bad experience antony share via ticket review
@AIRTEL_KE JamboI was a man under SIEGE today.   I got a call from a woman claiming to be my MOTHER-IN-LAW.  Then there was a 2 minute silence before her AIRTIME got depleted.   Thank you @SafaricomPLC,0,1,0,1,0,0,jamboi man siege today call woman claiming mother law minute silence airtime depleted thank
@Airtel_Ug Am following now.@Safaricom_Care @BrayoehNgetich Your number cannot be replaced from an M-PESA Agent. For any SIMSwap request kindly… https://t.co/mAtsJAwA0V,0,1,0,1,0,0,following number cannot replaced pesa agent simswap request kindly
"@Safaricom_Care @aden_shafici Can someone mwenye hana pesa kwa line ya saf should get worried About this fraud manenoz?@Airtel_Ug please no one has a passport in the whole clan... Stop giving me heartbreak when I see 
#airtelmoney mes… https://t.co/pPgusCt2C8",0,0,1,0,0,1,someone mwenye hana pesa line saf get worried fraud manenoz please one passport whole clan stop giving heartbreak see airtelmoney mes
